temperature,pressure,humidity,precipitation
-44.0,740.0,23.0,34.39312482933236
-44.0,740.0,48.0,48.939347912368234
-44.0,740.0,56.0,55.073904459089256
-44.0,740.0,74.0,69.98310018064083
-44.0,740.0,86.0,69.97614145676063
-44.0,740.0,87.0,69.97480884105909
-44.0,740.0,99.0,69.73374933262146
-44.0,740.0,100.0,69.73374933262146
-44.0,741.0,4.0,19.58429670870686
-44.0,741.0,17.0,31.4
-44.0,741.0,22.0,33.97875396780907
-44.0,741.0,28.0,35.960564663131045
-44.0,741.0,37.0,39.951179925650735
-44.0,741.0,39.0,41.853313079831516
-44.0,741.0,46.0,47.47208444650656
-44.0,741.0,53.0,52.65591398474966
-44.0,741.0,64.0,63.483159926872396
-44.0,741.0,65.0,64.88366277781756
-44.0,741.0,69.0,69.98352985214301
-44.0,741.0,76.0,69.98260697697403
-44.0,741.0,98.0,69.86480387920687
-44.0,742.0,34.0,36.55555555555555
-44.0,742.0,42.0,44.40386692030123
-44.0,742.0,50.0,50.402675746028294
-44.0,742.0,84.0,69.97825549789968
-44.0,742.0,86.0,69.97614145676063
-44.0,742.0,88.0,69.9732329569218
-44.0,742.0,98.0,69.86480387920687
-44.0,743.0,10.0,26.358649789029517
-44.0,743.0,28.0,35.781571717537695
-44.0,743.0,44.0,45.993163625558665
-44.0,743.0,60.0,58.46700106023675
-44.0,743.0,65.0,64.4846973041696
-44.0,743.0,79.0,69.98150838639987
-44.0,743.0,81.0,69.98046956952949
-44.0,743.0,83.0,69.97909975303419
-44.0,743.0,85.0,69.97727845790443
-44.0,744.0,9.0,29.12612612612617
-44.0,744.0,21.0,33.463166833469785
-44.0,744.0,41.0,44.182389326956574
-44.0,744.0,71.0,69.98058680785351
-44.0,744.0,90.0,69.96906480352413
-44.0,745.0,0.0,31.4
-44.0,745.0,6.0,31.4
-44.0,745.0,9.0,31.4
-44.0,745.0,13.0,31.4
-44.0,745.0,37.0,40.43783279566123
-44.0,745.0,59.0,55.77356611500192
-44.0,745.0,64.0,61.780974872913376
-44.0,745.0,69.0,69.97825549789968
-44.0,745.0,98.0,69.86480387920687
-44.0,746.0,0.0,33.24744376278117
-44.0,746.0,1.0,33.24744376278117
-44.0,746.0,6.0,33.24744376278117
-44.0,746.0,16.0,32.92453527241481
-44.0,746.0,23.0,34.160004980699775
-44.0,746.0,49.0,49.66965326374945
-44.0,746.0,58.0,56.04618862584013
-44.0,746.0,81.0,69.98046956952949
-44.0,746.0,93.0,69.95811720786342
-44.0,747.0,5.0,34.70084200099061
-44.0,747.0,18.0,34.171652709111065
-44.0,747.0,52.0,51.89208138557194
-44.0,747.0,54.0,53.437808747482684
-44.0,747.0,64.0,63.01675730023029
-44.0,747.0,77.0,69.98208104255757
-44.0,747.0,79.0,69.98150838639987
-44.0,747.0,82.0,69.9798322698007
-44.0,748.0,15.0,35.29058212879838
-44.0,748.0,38.0,40.96944868651884
-44.0,748.0,50.0,50.402675746028294
-44.0,748.0,60.0,58.78692859965641
-44.0,748.0,63.0,62.05662589281745
-44.0,748.0,78.0,69.9819289092531
-44.0,748.0,79.0,69.98150838639987
-44.0,748.0,85.0,69.97727845790443
-44.0,748.0,95.0,69.94332321966782
-44.0,748.0,97.0,69.90852762280637
-44.0,749.0,6.0,36.371776067443754
-44.0,749.0,17.0,35.8481411468179
-44.0,749.0,21.0,36.081582389398406
-44.0,749.0,31.0,36.4747782002535
-44.0,749.0,34.0,36.636363636363654
-44.0,749.0,37.0,39.951179925650735
-44.0,749.0,47.0,48.208063877228085
-44.0,749.0,54.0,53.437808747482684
-44.0,749.0,63.0,62.18132330848958
-44.0,749.0,73.0,69.98328637076541
-44.0,749.0,79.0,69.98150838639987
-44.0,749.0,83.0,69.97909975303419
-44.0,749.0,91.0,69.96624927713405
-44.0,750.0,16.0,36.16470588235291
-44.0,750.0,27.0,36.549497847919675
-44.0,750.0,46.0,47.47208444650656
-44.0,750.0,53.0,52.65591398474966
-44.0,750.0,63.0,62.18132330848958
-44.0,750.0,79.0,69.98150838639987
-44.0,750.0,87.0,69.97480884105909
-44.0,750.0,89.0,69.97134870186524
-44.0,750.0,98.0,69.86480387920687
-44.0,751.0,35.0,36.499157983370125
-44.0,751.0,64.0,57.863696437613186
-44.0,751.0,65.0,58.040881071680715
-44.0,751.0,82.0,56.94388932377606
-44.0,751.0,88.0,54.15271878182678
-44.0,752.0,11.0,31.4
-44.0,752.0,33.0,31.4
-44.0,752.0,38.0,36.63375946041077
-44.0,752.0,53.0,47.23599781309176
-44.0,752.0,58.0,49.23863852443431
-44.0,752.0,60.0,49.88385949070591
-44.0,752.0,63.0,50.63020042901455
-44.0,752.0,77.0,51.14214497440044
-44.0,752.0,90.0,50.7201579581379
-44.0,752.0,95.0,50.327795679826785
-44.0,752.0,100.0,49.81183820415078
-44.0,753.0,14.0,26.333417980874003
-44.0,753.0,22.0,25.670032329453967
-44.0,753.0,23.0,25.377596277106594
-44.0,753.0,28.0,24.75490196078432
-44.0,753.0,48.0,39.8115168435201
-44.0,753.0,51.0,41.02561758273278
-44.0,753.0,58.0,43.211731072993466
-44.0,753.0,70.0,44.804866280672734
-44.0,753.0,98.0,50.02064378568479
-44.0,753.0,100.0,49.81183820415078
-44.0,754.0,20.0,14.93464052287582
-44.0,754.0,27.0,13.802008608321376
-44.0,754.0,37.0,18.202268820890264
-44.0,754.0,48.0,29.416951422916497
-44.0,754.0,100.0,35.07771164021164
-44.0,755.0,6.0,13.686274509803923
-44.0,755.0,14.0,14.93464052287582
-44.0,755.0,20.0,14.93464052287582
-44.0,755.0,30.0,13.4984520123839
-44.0,755.0,44.0,26.178440085064754
-44.0,755.0,48.0,29.416951422916497
-44.0,755.0,59.0,35.11954097408996
-44.0,755.0,82.0,36.22282608695652
-44.0,755.0,97.0,35.23053278688525
-44.0,755.0,98.0,35.15456989247311
-44.0,756.0,8.0,13.930905695611578
-44.0,756.0,16.0,15.341176470588236
-44.0,756.0,25.0,14.072047423620614
-44.0,756.0,36.0,17.105952027732474
-44.0,756.0,38.0,19.86147364778528
-44.0,756.0,40.0,22.099653152906996
-44.0,756.0,46.0,27.890991518514586
-44.0,756.0,67.0,36.553053227382875
-44.0,756.0,77.0,36.46087398373985
-44.0,756.0,86.0,35.99166666666666
-44.0,756.0,88.0,35.86538461538462
-44.0,756.0,91.0,35.66477272727274
-44.0,756.0,96.0,35.30555555555554
-44.0,756.0,100.0,35.07771164021164
-44.0,757.0,10.0,14.224598930481283
-44.0,757.0,16.0,15.341176470588236
-44.0,757.0,38.0,20.431610348509874
-44.0,757.0,48.0,29.416951422916497
-44.0,757.0,81.0,36.27546296296297
-44.0,757.0,93.0,35.524488304093545
-44.0,757.0,99.0,35.07771164021164
-44.0,758.0,19.0,15.134053621448581
-44.0,758.0,22.0,14.626262626262625
-44.0,758.0,25.0,14.626262626262625
-44.0,758.0,34.0,14.626262626262625
-44.0,758.0,52.0,31.98486165350384
-44.0,758.0,63.0,35.85939298057916
-44.0,759.0,1.0,15.227272727272734
-44.0,759.0,2.0,15.227272727272734
-44.0,759.0,9.0,15.227272727272734
-44.0,759.0,48.0,29.945925643952645
-44.0,759.0,55.0,33.229441497438266
-44.0,759.0,56.0,33.59995775652458
-44.0,759.0,71.0,36.193181818181806
-44.0,760.0,12.0,15.900178253119437
-44.0,760.0,41.0,26.98367195985473
-44.0,760.0,47.0,30.901016192304393
-44.0,760.0,53.0,31.903462619188794
-44.0,760.0,57.0,33.536235307343105
-44.0,760.0,72.0,36.024955436720155
-44.0,760.0,74.0,36.024955436720155
-44.0,760.0,83.0,36.024955436720155
-44.0,760.0,88.0,35.86538461538462
-44.0,760.0,94.0,35.452586206896534
-44.0,761.0,19.0,16.632996632996637
-44.0,761.0,24.0,16.632996632996637
-44.0,761.0,26.0,16.632996632996637
-44.0,761.0,27.0,16.632996632996637
-44.0,761.0,45.0,31.70565785488927
-44.0,761.0,46.0,32.19225696672503
-44.0,761.0,57.0,32.96147147950847
-44.0,761.0,63.0,35.15062119830614
-44.0,761.0,66.0,35.72109915511221
-44.0,761.0,71.0,35.841750841750866
-44.0,761.0,91.0,35.66477272727274
-44.0,761.0,99.0,35.07771164021164
-44.0,762.0,16.0,17.416267942583744
-44.0,762.0,24.0,17.416267942583744
-44.0,762.0,25.0,17.416267942583744
-44.0,762.0,40.0,30.047027544079395
-44.0,762.0,49.0,32.99686520376174
-44.0,762.0,82.0,35.64593301435406
-44.0,762.0,94.0,35.452586206896534
-44.0,763.0,4.0,18.24242424242425
-44.0,763.0,20.0,18.24242424242425
-44.0,763.0,25.0,18.24242424242425
-44.0,763.0,40.0,33.44229709237403
-44.0,763.0,43.0,33.65479115479116
-44.0,763.0,61.0,33.65479115479116
-44.0,763.0,66.0,35.225308657499355
-44.0,763.0,73.0,35.43939393939394
-44.0,763.0,80.0,35.43939393939394
-44.0,764.0,19.0,19.10533910533911
-44.0,764.0,22.0,19.10533910533911
-44.0,764.0,23.0,19.10533910533911
-44.0,764.0,27.0,19.10533910533911
-44.0,764.0,36.0,30.93516914489599
-44.0,764.0,45.0,34.32269717037932
-44.0,764.0,58.0,34.32269717037932
-44.0,764.0,63.0,34.32269717037932
-44.0,764.0,72.0,35.22366522366525
-44.0,764.0,79.0,35.22366522366525
-44.0,764.0,91.0,35.22366522366525
-44.0,764.0,94.0,35.22366522366525
-44.0,765.0,7.0,19.10533910533911
-44.0,765.0,10.0,19.10533910533911
-44.0,765.0,18.0,19.10533910533911
-44.0,765.0,27.0,19.10533910533911
-44.0,765.0,33.0,19.10533910533911
-44.0,765.0,88.0,35.22366522366525
-44.0,765.0,97.0,35.22366522366525
-43.0,740.0,6.0,22.071074332286177
-43.0,740.0,18.0,31.98486165350384
-43.0,740.0,21.0,33.53062975875862
-43.0,740.0,33.0,36.64057575181264
-43.0,740.0,36.0,38.9164070374647
-43.0,740.0,42.0,44.40386692030123
-43.0,740.0,56.0,55.073904459089256
-43.0,740.0,64.0,63.483159926872396
-43.0,741.0,12.0,27.890991518514586
-43.0,741.0,28.0,35.960564663131045
-43.0,741.0,32.0,36.562096762808316
-43.0,741.0,40.0,42.73767484394196
-43.0,741.0,51.0,51.14214497440044
-43.0,741.0,59.0,57.788074712004374
-43.0,741.0,82.0,69.9798322698007
-43.0,741.0,96.0,69.93030393030394
-43.0,741.0,99.0,69.73374933262146
-43.0,742.0,38.0,40.96944868651884
-43.0,742.0,49.0,49.66965326374945
-43.0,742.0,51.0,51.14214497440044
-43.0,742.0,80.0,69.98102477022184
-43.0,742.0,92.0,69.96270396270394
-43.0,743.0,3.0,26.358649789029517
-43.0,743.0,8.0,26.358649789029517
-43.0,743.0,9.0,26.358649789029517
-43.0,743.0,22.0,33.97875396780907
-43.0,743.0,26.0,35.31478754889278
-43.0,743.0,79.0,69.98150838639987
-43.0,743.0,80.0,69.98102477022184
-43.0,744.0,0.0,29.12612612612617
-43.0,744.0,9.0,29.12612612612617
-43.0,744.0,19.0,32.53432256766351
-43.0,744.0,22.0,33.81790934661316
-43.0,744.0,26.0,35.08004370109733
-43.0,744.0,31.0,36.097313432835804
-43.0,744.0,32.0,36.19907522911363
-43.0,744.0,35.0,37.660609594143665
-43.0,744.0,42.0,45.009608796653794
-43.0,744.0,45.0,47.15081357997902
-43.0,744.0,58.0,56.04618862584013
-43.0,744.0,60.0,57.76129420100825
-43.0,744.0,75.0,69.98058680785351
-43.0,744.0,76.0,69.98058680785351
-43.0,744.0,90.0,69.96906480352413
-43.0,745.0,4.0,31.4
-43.0,745.0,11.0,31.4
-43.0,745.0,13.0,31.4
-43.0,745.0,21.0,33.001344086021504
-43.0,745.0,30.0,35.747597930524755
-43.0,745.0,33.0,36.085185392524586
-43.0,745.0,56.0,53.512950228502206
-43.0,745.0,64.0,61.780974872913376
-43.0,745.0,82.0,69.97825549789968
-43.0,746.0,8.0,33.24744376278117
-43.0,746.0,13.0,33.24744376278117
-43.0,746.0,63.0,61.13302522437985
-43.0,746.0,80.0,69.98058680785351
-43.0,746.0,86.0,69.97614145676063
-43.0,746.0,99.0,69.73374933262146
-43.0,747.0,13.0,34.478298325866746
-43.0,747.0,27.0,35.560532469868704
-43.0,747.0,48.0,48.939347912368234
-43.0,747.0,67.0,67.94272146124386
-43.0,747.0,68.0,69.98208104255757
-43.0,747.0,74.0,69.98208104255757
-43.0,747.0,76.0,69.98208104255757
-43.0,747.0,85.0,69.97727845790443
-43.0,747.0,90.0,69.96906480352413
-43.0,748.0,1.0,35.76744186046512
-43.0,748.0,23.0,35.56322304640705
-43.0,748.0,52.0,51.89208138557194
-43.0,748.0,57.0,55.93814082975087
-43.0,748.0,64.0,63.3301492557511
-43.0,748.0,70.0,69.98301486199576
-43.0,748.0,91.0,69.96624927713405
-43.0,748.0,94.0,69.95196916201877
-43.0,749.0,8.0,36.305719008642065
-43.0,749.0,16.0,35.91091739237039
-43.0,749.0,20.0,36.02761020225441
-43.0,749.0,23.0,36.180642987002095
-43.0,749.0,36.0,38.91214599383282
-43.0,749.0,48.0,48.939347912368234
-43.0,749.0,49.0,49.66965326374945
-43.0,749.0,51.0,51.14214497440044
-43.0,749.0,69.0,69.98352985214301
-43.0,749.0,70.0,69.98352985214301
-43.0,749.0,82.0,69.9798322698007
-43.0,749.0,93.0,69.95811720786342
-43.0,749.0,99.0,69.73374933262146
-43.0,750.0,73.0,69.98328637076541
-43.0,750.0,74.0,69.98310018064083
-43.0,750.0,75.0,69.98287471816415
-43.0,750.0,86.0,69.97614145676063
-43.0,750.0,87.0,69.97480884105909
-43.0,750.0,93.0,69.95811720786342
-43.0,751.0,8.0,35.282874617737015
-43.0,751.0,48.0,47.60289459918773
-43.0,751.0,49.0,48.311910822435365
-43.0,751.0,53.0,51.19046109272518
-43.0,751.0,56.0,53.4962616184144
-43.0,751.0,58.0,55.16746345241158
-43.0,751.0,59.0,56.059136254457556
-43.0,751.0,66.0,58.1703447710515
-43.0,751.0,69.0,58.27961493239274
-43.0,751.0,80.0,57.504867109309224
-43.0,751.0,90.0,52.62305843258225
-43.0,751.0,100.0,49.81183820415078
-43.0,752.0,0.0,31.4
-43.0,752.0,21.0,31.4
-43.0,752.0,30.0,31.4
-43.0,752.0,32.0,31.4
-43.0,752.0,33.0,31.4
-43.0,752.0,43.0,41.43211018622863
-43.0,752.0,56.0,48.49528219040893
-43.0,752.0,73.0,51.14214497440044
-43.0,752.0,76.0,51.14214497440044
-43.0,752.0,84.0,51.14214497440044
-43.0,752.0,85.0,51.07468406776825
-43.0,752.0,89.0,50.793443620719245
-43.0,752.0,94.0,50.411235388056525
-43.0,752.0,95.0,50.327795679826785
-43.0,753.0,6.0,24.75490196078432
-43.0,753.0,70.0,44.804866280672734
-43.0,753.0,75.0,44.804866280672734
-43.0,753.0,97.0,50.141305175311764
-43.0,754.0,3.0,13.428722840487545
-43.0,754.0,18.0,15.341176470588236
-43.0,754.0,27.0,13.802008608321376
-43.0,754.0,36.0,16.710965584323237
-43.0,754.0,39.0,20.870088225260087
-43.0,754.0,52.0,31.98486165350384
-43.0,754.0,64.0,36.34409685610564
-43.0,754.0,75.0,36.53579059829062
-43.0,754.0,82.0,36.22282608695652
-43.0,754.0,85.0,36.05229591836735
-43.0,754.0,87.0,35.92933006535948
-43.0,754.0,92.0,35.59523809523809
-43.0,755.0,30.0,13.4984520123839
-43.0,755.0,32.0,13.434343434343432
-43.0,755.0,57.0,34.39312482933236
-43.0,755.0,60.0,35.433291465611006
-43.0,755.0,68.0,36.641414141414145
-43.0,755.0,80.0,36.32575757575757
-43.0,755.0,91.0,35.66477272727274
-43.0,756.0,0.0,13.706293706293707
-43.0,756.0,30.0,13.706293706293707
-43.0,756.0,37.0,18.55548732280306
-43.0,756.0,53.0,32.53432256766351
-43.0,756.0,60.0,35.433291465611006
-43.0,756.0,70.0,36.5734265734266
-43.0,756.0,93.0,35.524488304093545
-43.0,756.0,96.0,35.30555555555554
-43.0,757.0,13.0,14.743429286608267
-43.0,757.0,16.0,15.341176470588236
-43.0,757.0,26.0,14.112554112554113
-43.0,757.0,29.0,14.112554112554113
-43.0,757.0,30.0,14.112554112554113
-43.0,757.0,36.0,17.61491184056652
-43.0,757.0,50.0,30.777150730974213
-43.0,757.0,55.0,33.53062975875862
-43.0,757.0,68.0,36.47186147186149
-43.0,757.0,74.0,36.47186147186149
-43.0,757.0,98.0,35.15456989247311
-43.0,758.0,1.0,14.626262626262625
-43.0,758.0,8.0,14.626262626262625
-43.0,758.0,22.0,14.626262626262625
-43.0,758.0,54.0,33.04933303151019
-43.0,758.0,60.0,35.17294891661919
-43.0,758.0,70.0,36.34343434343434
-43.0,758.0,96.0,35.30555555555554
-43.0,758.0,98.0,35.15456989247311
-43.0,758.0,99.0,35.07771164021164
-43.0,759.0,11.0,15.227272727272734
-43.0,759.0,12.0,15.227272727272734
-43.0,759.0,31.0,15.227272727272734
-43.0,759.0,33.0,15.227272727272734
-43.0,759.0,35.0,17.307149499502337
-43.0,759.0,41.0,25.59860924867239
-43.0,759.0,42.0,26.483599141337702
-43.0,759.0,49.0,30.285176393907452
-43.0,759.0,59.0,34.62144841833053
-43.0,759.0,63.0,35.66677087640717
-43.0,759.0,70.0,36.193181818181806
-43.0,759.0,93.0,35.524488304093545
-43.0,760.0,6.0,15.900178253119437
-43.0,760.0,7.0,15.900178253119437
-43.0,760.0,9.0,15.900178253119437
-43.0,760.0,25.0,15.900178253119437
-43.0,760.0,41.0,26.98367195985473
-43.0,760.0,59.0,34.26990180214439
-43.0,760.0,65.0,35.80158268215251
-43.0,760.0,94.0,35.452586206896534
-43.0,760.0,95.0,35.379590395480214
-43.0,760.0,99.0,35.07771164021164
-43.0,761.0,19.0,16.632996632996637
-43.0,761.0,25.0,16.632996632996637
-43.0,761.0,26.0,16.632996632996637
-43.0,761.0,41.0,28.762473294950425
-43.0,761.0,43.0,30.458413740805074
-43.0,761.0,51.0,32.349551856594125
-43.0,761.0,59.0,33.801405152884406
-43.0,762.0,4.0,17.416267942583744
-43.0,762.0,10.0,17.416267942583744
-43.0,762.0,22.0,17.416267942583744
-43.0,762.0,23.0,17.416267942583744
-43.0,762.0,53.0,32.99686520376174
-43.0,762.0,59.0,33.12701088735324
-43.0,762.0,65.0,35.317496449703654
-43.0,762.0,92.0,35.59523809523809
-43.0,763.0,7.0,18.24242424242425
-43.0,763.0,12.0,18.24242424242425
-43.0,763.0,23.0,18.24242424242425
-43.0,763.0,42.0,33.65479115479116
-43.0,763.0,46.0,33.65479115479116
-43.0,763.0,54.0,33.65479115479116
-43.0,763.0,73.0,35.43939393939394
-43.0,763.0,76.0,35.43939393939394
-43.0,763.0,88.0,35.43939393939394
-43.0,764.0,30.0,19.10533910533911
-43.0,764.0,42.0,34.32269717037932
-43.0,764.0,50.0,34.32269717037932
